,edge,edge_text
3512,(condemns/Pd.so.|f--3s-/en iran/Cp.s/en (+/B.am/. us/Cp.s/en (+/B.am/. (+/B.am/. missile/Cc.s/en test/Cc.s/en) sanctions/Cc.p/en))),Iran condemns US missile-test sanctions
3513,(condemns/Pd.so.|f--3s-/en iran/Cp.s/en (in/Br.ma/en (of/Br.ma/en (deadly/Ma/en (+/B.am/. takfiri/Cp.s/en bombing/Cc.s/en)) (+/B.am/. bus/Cc.s/en convoy/Cc.s/en)) (’s/Bp.am/en syria/Cp.s/en aleppo/Cp.s/en))),Iran condemns deadly Takfiri bombing of bus convoy in Syria’s Aleppo
3514,(condemns/Pd.so.|f--3s-/en iran/Cp.s/en (in/Br.ma/en (terrorist/Ma/en attacks/Cc.p/en) lebanon/Cp.s/en)),Iran condemns terrorist attacks in Lebanon
3515,(condemns/Pd.so.|f--3s-/en iran/Cp.s/en (new/Ma/en (+/B.am/. us/Cp.s/en (+/B.am/. missile/Cc.s/en sanctions/Cc.p/en)))),Iran condemns new US missile sanctions
3516,(condemns/Pd.so.|f--3s-/en iran/Cp.s/en (of/Br.ma/en ('s/Bp.am/en (top/Ma/en (+/B.am/. us/Cp.s/en diplomat/Cc.s/en)) suggestion/Cc.s/en) (for/Br.ma/en support/Cc.s/en (in/Br.ma/en (of/Br.ma/en (peaceful/Ma/en transition/Cc.s/en) government/Cc.s/en) tehran/Cp.s/en)))),"Iran condemns top US diplomat's suggestion of support for ""peaceful transition government in Tehran"
3517,(condemns/Pd.so.|f--3s-/en iran/Cp.s/en (of/Br.ma/en ('s/Bp.am/en eu/Cp.s/en blacklisting/Cc.s/en) hezbollah/Cp.s/en)),Iran condemns EU's blacklisting of Hezbollah
3518,(condemns/Pd.so.|f--3s-/en iran/Cp.s/en (of/Br.ma/en (+/B.am/. us/Cp.s/en seizure/Cc.s/en) (+/B.am/. (+/B.am/. alavi/Cp.s/en foundation/Cp.s/en) building/Cc.s/en))),Iran condemns US seizure of Alavi Foundation building
3519,(condemns/Pd.so.|f--3s-/en iran/Cp.s/en (tougher/Mc/en (+/B.am/. (+/B.am/. us/Cp.s/en (+/B.am/. oil/Cc.s/en sanctions/Cc.p/en)) bill/Cc.s/en))),Iran condemns tougher US oil sanctions bill
3520,(condemns/Pd.so.|f--3s-/en islam/Cp.s/en (and/J/en (all/Md/en violence/Cc.s/en) terrorism/Cc.s/en)),Islam condemns all violence and terrorism
3521,(condemns/Pd.so.|f--3s-/en israel/Cp.s/en ('s/Bp.am/en iran/Cp.s/en (second/Ma/en (annual/Ma/en (+/B.am/. (+/B.am/. holocaust/Cp.s/en themed/Cp.s/en) (+/B.am/. cartoon/Cp.s/en contest/Cc.s/en)))))),Israel condemns Iran's second annual Holocaust-themed cartoon contest
3522,(condemns/Pd.so.|f--3s-/en israel/Cp.s/en (+/B.am/. (+/B.am/. argentina/Cp.s/en iran/Cp.s/en) probe/Cc.s/en)),Israel condemns Argentina-Iran probe
3523,(condemns/Pd.so.|f--3s-/en israel/Cp.s/en (+/B.am/. un/Cp.s/en report/Cc.s/en)),Israel condemns UN report
3524,(condemns/Pd.so.|f--3s-/en israel/Cp.s/en (for/Br.ma/en plans/Cc.p/en (palestinian/Ma/en (+/B.am/. unity/Cp.s/en government/Cp.s/en)))),Israel Condemns Plans for Palestinian Unity Government
3525,(condemns/Pd.so.|f--3s-/en israel/Cp.s/en (hostile/Ma/en (swedish/Ma/en comments/Cc.p/en))),Israel condemns ‘hostile’ Swedish comments
3526,(condemns/Pd.so.|f--3s-/en israel/Cp.s/en (on/Br.ma/en (+/B.am/. (of/Br.ma/en council/Cm/en europe/Cp.s/en) resolution/Cc.s/en) (ritual/Ma/en circumcision/Cc.s/en))),Israel condemns Council of Europe resolution on ritual circumcision
3527,(condemns/Pd.so.|f--3s-/en israel/Cp.s/en duterte/Cp.s/en),Israel condemns duterte
3528,(condemns/Pd.so.|f--3s-/en israel/Cp.s/en plan/Cc.s/en),Israel condemns plan
3529,(condemns/Pd.so.|f--3s-/en it/Ci/en (of/Br.ma/en ('s/Bp.am/en russia/Cp.s/en (deliberate/Ma/en destabilisation/Cc.s/en)) kiev/Cp.s/en)),"it condemns Russia's ""deliberate destabilisation"" of Kiev"
3530,(condemns/Pd.so.|f--3s-/en japan/Cp.s/en (+/B.am/. (+/B.aa/. north/Cm/en korea/Cm/en) (nuclear/Ma/en test/Cc.s/en))),Japan condemns North Korea nuclear test
3531,(condemns/Pd.so.|f--3s-/en japan/Cp.s/en (’s/Bp.am/en (+/B.am/. kenji/Cp.s/en goto/Cp.s/en) (apparent/Ma/en execution/Cc.s/en))),Japan condemns Kenji Goto’s apparent execution
3532,(condemns/Pd.so.|f--3s-/en kerry/Cp.s/en (+/B.am/. isis/Cp.s/en genocide/Cc.s/en)),Kerry condemns ISIS genocide
3533,(condemns/Pd.so.|f--3s-/en kerry/Cp.s/en (in/Br.ma/en (of/Br.ma/en ('s/Bp.am/en russia/Cp.s/en act/Cc.s/en) aggression/Cc.s/en) ukraine/Cp.s/en)),Kerry condemns Russia's 'act of aggression' in Ukraine
3534,(condemns/Pd.so.|f--3s-/en kerry/Cp.s/en (of/Br.ma/en (+/B.am/. (+/B.am/. russian/Cp.s/en federation/Cp.s/en) invasion/Cc.s/en) ukraine/Cp.s/en)),Kerry condemns 'Russian Federation invasion' of Ukraine
3535,(condemns/Pd.so.|f--3s-/en kerry/Cp.s/en (of/Br.ma/en (and/J/en ('s/Bp.am/en russia/Cp.s/en invasion/Cc.s/en) occupation/Cc.s/en) (ukrainian/Ma/en territory/Cc.s/en))),Kerry condemns Russia's 'invasion and occupation' of Ukrainian territory
3536,(condemns/Pd.so.|f--3s-/en khamenei/Cp.s/en (+/B.am/. (saudi/Ma/en embassy/Cc.s/en) attack/Cc.s/en)),Khamenei condemns Saudi embassy attack
3537,(condemns/Pd.so.|f--3s-/en lavrov/Cp.s/en (+/B.am/. us/Cp.s/en plan/Cc.s/en)),Lavrov condemns US plan
3538,(condemns/Pd.so.|f--3s-/en libya/Cp.s/en (+/B.am/. u%2es%2e/Cp.s/en arrest/Cc.s/en)),Libya condemns U.S. arrest
3539,(condemns/Pd.so.|f--3s-/en mexico/Cp.s/en ('s/Bp.am/en trump/Cp.s/en (+/B.am/. (+/B.am/. (+/B.am/. border/Cc.s/en wall/Cp.s/en) tax/Cp.s/en) proposal/Cc.s/en))),Mexico condemns Trump's border wall tax proposal
3540,(condemns/Pd.so.|f--3s-/en mexico/Cp.s/en (of/Br.ma/en deaths/Cc.p/en (in/Br.ma/en citizens/Cc.p/en egypt/Cp.s/en))),Mexico condemns deaths of citizens in Egypt
3541,(condemns/Pd.so.|f--3s-/en moscow/Cp.s/en (in/Br.ma/en (+/B.am/. bomb/Cc.s/en blasts/Cc.p/en) ('s/Bp.am/en lebanon/Cp.s/en tripoli/Cp.s/en))),Moscow condemns bomb blasts in Lebanon's Tripoli
3542,(condemns/Pd.so.|f--3s-/en moscow/Cp.s/en (in/Br.ma/en (+/B.am/. coalition/Cp.s/en airstrikes/Cp.p/en) raqqa/Cp.s/en)),Moscow Condemns Coalition Airstrikes in Raqqa
3543,(condemns/Pd.so.|f--3s-/en moscow/Cp.s/en (in/Br.ma/en (anti/Ma/en (-/Ma/en (russian/Ma/en campaign/Cc.s/en))) u%2es%2e/Cp.s/en)),Moscow condemns 'anti-Russian campaign' in U.S.
3544,(condemns/Pd.so.|f--3s-/en msf/Cp.s/en (+/B.am/. kunduz/Cp.s/en (+/B.am/. air/Cc.s/en strikes/Cc.p/en))),MSF condemns Kunduz air strikes
3545,(condemns/Pd.so.|f--3s-/en nato/Cp.s/en ('s/Bp.am/en putin/Cp.s/en (nuclear/Ma/en (+/B.am/. sabre/Cc.s/en rattling/C/en)))),Nato condemns Putin's nuclear 'sabre-rattling
3546,(condemns/Pd.so.|f--3s-/en netanyahu/Cp.s/en (’s/Bp.am/en trump/Cp.s/en (muslim/Ma/en ban/Cc.s/en))),Netanyahu condemns Trump’s Muslim ban
3547,(condemns/Pd.so.|f--3s-/en obama/Cp.s/en ('s/Bp.am/en uganda/Cp.s/en (+/B.am/. (tough/Ma/en antigay/Cp.s/en) measure/Cc.s/en))),Obama Condemns Uganda's Tough Antigay Measure
3548,(condemns/Pd.so.|f--3s-/en obama/Cp.s/en (+/B.am/. jerusalem/Cp.s/en attack/Cc.s/en)),Obama Condemns Jerusalem Attack
3549,(condemns/Pd.so.|f--3s-/en obama/Cp.s/en (african/Ma/en leaders/Cc.p/en)),Obama condemns African leaders
3550,(condemns/Pd.so.|f--3s-/en obama/Cp.s/en (by/Br.ma/en (of/Br.ma/en beheading/Cc.s/en (+/B.am/. uk/Cp.s/en citizen/Cc.s/en)) isil/Cp.s/en)),Obama condemns beheading of UK citizen by ISIL
3551,(condemns/Pd.so.|f--3s-/en oic/Cp.s/en (in/Br.ma/en (indian/Ma/en atrocities/Cc.p/en) kashmir/Cp.s/en)),OIC condemns Indian atrocities in Kashmir
3552,(condemns/Pd.so.|f--3s-/en oman/Cp.s/en (of/Br.ma/en execution/Cc.s/en (jordanian/Ma/en pilot/Cc.s/en))),Oman condemns execution of Jordanian pilot
3553,(condemns/Pd.so.|f--3s-/en opposition/Cc.s/en ((wild/Ma/en west/M/en) (+/B.am/. (real/Ma/en estate/Cc.s/en) market/Cc.s/en))),opposition condemns ‘wild west’ real estate market
3554,(condemns/Pd.so.|f--3s-/en oxfam/Cp.s/en (of/Br.ma/en (+/B.am/. coalition/Cp.s/en bombing/Cp.s/en) (a/Md/en (+/B.mm/. warehouse/Cp.s/en (+/B.mm/. containing/Cp.s/en (+/B.am/. vital/Cp.s/en (+/B.am/. humanitarian/Cp.s/en aid/Cp.s/en))))))),Oxfam Condemns Coalition Bombing of a Warehouse Containing Vital Humanitarian Aid
3555,(condemns/Pd.so.|f--3s-/en pakistan/Cp.s/en (+/B.am/. (+/B.aa/. north/Cm/en korea/Cm/en) (nuclear/Ma/en test/Cc.s/en))),Pakistan condemns North Korea nuclear test
3556,(condemns/Pd.so.|f--3s-/en pakistan/Cp.s/en (+/B.am/. (+/B.am/. u%2es%2e/Cp.s/en drone/Cc.s/en) attack/Cc.s/en)),Pakistan condemns U.S. drone attack
3557,(condemns/Pd.so.|f--3s-/en pakistan/Cp.s/en (+/B.am/. (+/B.am/. us/Cp.s/en drone/Cc.s/en) strike/Cc.s/en)),Pakistan condemns US drone strike
3558,(condemns/Pd.so.|f--3s-/en pakistan/Cp.s/en (+/B.am/. paris/Cp.s/en attack/Cc.s/en)),Pakistan condemns Paris attack
3559,(condemns/Pd.so.|f--3s-/en pakistan/Cp.s/en (in/Br.ma/en (by/Br.ma/en (of/Br.ma/en killing/Cc.s/en youth/Cc.s/en) (indian/Ma/en police/Cc.p/en)) (held/Mv.<pf----/en kashmir/Cp.s/en))),Pakistan condemns killing of youth by Indian police in held Kashmir
3560,(condemns/Pd.so.|f--3s-/en pakistan/Cp.s/en (of/Br.ma/en killing/Cc.s/en (+/B.am/. kashmiri/Cm/en (terrorist/Ma/en (military/Ma/en leader/Cc.s/en))))),Pakistan condemns killing of Kashmiri terrorist military leader
3561,(condemns/Pd.so.|f--3s-/en pakistan/Cp.s/en (on/Br.ma/en attack/Cc.s/en (indian/Ma/en (+/B.am/. police/Cc.s/en station/Cc.s/en)))),Pakistan condemns attack on Indian police station
3562,(condemns/Pd.so.|f--3s-/en pen/Cp.s/en (on/Br.ma/en (of/Br.ma/en ('s/Bp.am/en china/Cp.s/en indictment/Cp.s/en) (+/B.am/. (+/B.am/. minority/Cp.s/en champion/Cp.s/en) (+/B.am/. ilham/Cp.s/en tohti/Cp.s/en))) (of/Br.ma/en charges/Cp.p/en separatism/Cp.s/en))),PEN Condemns China's Indictment of Minority Champion Ilham Tohti on Charges of Separatism
3563,(condemns/Pd.so.|f--3s-/en pm/Cp.s/en ('s/Bp.am/en hostage/Cc.s/en (evil/Ma/en murder/Cc.s/en))),PM condemns hostage's 'evil murder
3564,(condemns/Pd.so.|f--3s-/en pm/Cp.s/en (+/B.am/. journalist/Cm/en beheading/Cc.s/en)),PM condemns journalist 'beheading
3565,(condemns/Pd.so.|f--3s-/en pm/Cp.s/en (of/Br.ma/en killing/Cc.s/en (+/B.am/. hero/Cm/en haines/Cc.p/en))),PM condemns killing of 'hero' Haines
3566,(condemns/Pd.so.|f--3s-/en pope/Cp.s/en ('/Bp.am/en bangladesh/Cp.s/en (+/B.am/. slave/Cc.s/en labour/Cc.s/en))),Pope condemns Bangladesh 'slave labour
3567,(condemns/Pd.so.|f--3s-/en pope/Cp.s/en (+/B.am/. jerusalem/Cp.s/en (+/B.am/. synagogue/Cc.s/en attack/Cc.s/en))),Pope condemns Jerusalem synagogue attack
3568,(condemns/Pd.so.|f--3s-/en pope/Cp.s/en (of/Br.ma/en (barbaric/Ma/en violence/Cc.s/en) (+/B.am/. islamic/Cp.s/en state/Cp.s/en))),Pope condemns 'barbaric violence' of Islamic State
3569,(condemns/Pd.so.|f--3s-/en pope/Cp.s/en bloodsuckers/Cc.p/en),Pope condemns 'bloodsuckers
3570,(condemns/Pd.so.|f--3s-/en pope/Cp.s/en efforts/Cc.p/en),Pope condemns efforts
3571,(condemns/Pd.so.|f--3s-/en president/Cp.s/en (+/B.am/. crew/Cc.s/en actions/Cc.p/en)),President condemns crew actions
3572,(condemns/Pd.so.|f--3s-/en putin/Cp.s/en (of/Br.ma/en (’s/Bp.am/en europe/Cp.s/en handling/Cc.s/en) migrants/Cc.p/en)),Putin condemns Europe’s handling of migrants
3573,(condemns/Pd.so.|f--3s-/en qatar/Cp.s/en (+/B.am/. islamic/Cp.s/en state/Cp.s/en)),Qatar condemns Islamic State
3574,(condemns/Pd.so.|f--3s-/en qatar/Cp.s/en (saudi/Ma/en refusal/Cc.s/en)),Qatar condemns Saudi refusal
3575,(condemns/Pd.so.|f--3s-/en rivlin/Cp.s/en (of/Br.ma/en (terrible/Ma/en crime/Cc.s/en) (+/B.am/. (+/B.am/. kfar/Cp.s/en kassem/Cp.s/en) massacre/Cc.s/en))),Rivlin condemns 'terrible crime' of Kfar Kassem massacre
3576,(condemns/Pd.so.|f--3s-/en russia/Cp.s/en (+/B.am/. syria/Cp.s/en (+/B.am/. missile/Cc.s/en strike/Cc.s/en))),Russia condemns Syria missile strike
3577,(condemns/Pd.so.|f--3s-/en russia/Cp.s/en (as/Br.ma/en (of/Br.ma/en ('s/Bp.am/en (+/B.am/. barack/Cp.s/en obama/Cp.s/en) lifting/Cc.s/en) (to/Br.ma/en (+/B.am/. (military/Ma/en aid/Cc.s/en) restrictions/Cc.p/en) syria/Cp.s/en)) (a/Md/en (hostile/Ma/en act/Cc.s/en)))),Russia condemns Barack Obama's lifting of military aid restrictions to Syria as a hostile act
3578,(condemns/Pd.so.|f--3s-/en russia/Cp.s/en (by/Br.ma/en (of/Br.ma/en killing/Cc.s/en (azerbaijani/Ma/en civilians/Cc.p/en)) (in/Br.ma/en occupants/Cc.p/en karabakh/Cp.s/en))),Russia condemns killing of Azerbaijani civilians by occupants in Karabakh
3579,(condemns/Pd.so.|f--3s-/en russia/Cp.s/en (for/Br.ma/en (aggressive/Ma/en (+/B.am/. us/Cp.s/en plan/Cc.s/en)) (in/Br.ma/en tanks/Cc.p/en (+/B.am/. eastern/Cp.s/en europe/Cp.s/en)))),Russia condemns 'aggressive' US plan for tanks in Eastern Europe
3580,(condemns/Pd.so.|f--3s-/en russia/Cp.s/en (for/Jr.ma/en (unprecedented/Ma/en (+/B.am/. (+/B.am/. us/Cm/en (+/B.am/. south/Cp.s/en korea/Cp.s/en)) (+/B.am/. war/Cc.s/en games/Cc.p/en))) (pressuring/P.o.|pg----/en pyongyang/Cp.s/en))),Russia condemns ‘unprecedented’ US-South Korea war-games for pressuring Pyongyang
3581,(condemns/Pd.so.|f--3s-/en russia/Cp.s/en (of/Br.ma/en (+/B.am/. us/Cp.s/en downing/Cc.s/en) (syrian/Ma/en warplane/Cc.s/en))),Russia condemns US downing of Syrian warplane
3582,(condemns/Pd.so.|f--3s-/en russia/Cp.s/en (on/Br.ma/en (+/B.am/. u%2es%2e/Cp.s/en airstrikes/Cp.s/en) (and/J/en isis/Cp.s/en (-/B/en al/Cp.s/en qaeda/Cp.s/en)))),Russia Condemns U.S. Airstrikes on ISIS and al-Qaeda
3583,(condemns/Pd.so.|f--3s-/en russia/Cp.s/en (on/Br.ma/en (+/B.am/. us/Cp.s/en (+/B.am/. missile/Cc.s/en strike/Cc.s/en)) ('/Bp.am/en (chemical/Ma/en weapons/Cc.p/en) base/Cc.s/en))),Russia condemns US missile strike on chemical weapons' base
3584,(condemns/Pd.so.|f--3s-/en russia/Cp.s/en (planned/Mv.<pf----/en provocation/Cc.s/en)),"Russia condemns ""planned provocation"
3585,(condemns/Pd.so.|f--3s-/en russia/Cp.s/en (rumored/Mv.<pf----/en (saudi/Ma/en plans/Cc.p/en))),Russia condemns rumored Saudi plans
3586,(condemns/Pd.so.|f--3s-/en russia/Cp.s/en (’s/Bp.am/en ukraine/Cp.s/en extremists/Cc.p/en)),Russia Condemns Ukraine’s ‘Extremists
3587,(condemns/Pd.so.|f--3s-/en serbia/Cp.s/en (at/Br.ma/en (+/B.am/. drone/Cc.s/en (+/B.am/. flag/Cc.s/en stunt/Cc.s/en)) (+/B.am/. albania/Cp.s/en match/Cc.s/en))),Serbia condemns drone flag stunt at Albania match
3588,(condemns/Pd.so.|f--3s-/en serbia/Cp.s/en (at/Br.ma/en (by/Br.ma/en (of/Br.ma/en use/Cc.s/en (+/B.am/. (and/J/en (tear/Ma/en gas/Cm/en) water/Cc.s/en) cannons/Cc.p/en)) (hungarian/Ma/en police/Cc.p/en)) border/Cc.s/en)),Serbia condemns use of tear gas and water cannons by Hungarian police at border
3589,(condemns/Pd.so.|f--3s-/en singapore/Cp.s/en (+/B.am/. istanbul/Cp.s/en (+/B.am/. night/Cc.s/en (+/B.am/. club/Cc.s/en attack/Cc.s/en)))),Singapore condemns Istanbul night club attack
3590,(condemns/Pd.so.|f--3s-/en spain/Cp.s/en (of/Br.ma/en ('s/Bp.am/en israel/Cp.s/en construction/Cc.s/en) (new/Ma/en settlements/Cc.p/en))),Spain condemns Israel's construction of new settlements
3591,(condemns/Pd.so.|f--3s-/en sweden/Cp.s/en ((north/Ma/en korean/Ma/en) (+/B.am/. rocket/Cc.s/en launch/Cc.s/en))),Sweden condemns North Korean rocket launch
3592,(condemns/Pd.so.|f--3s-/en syria/Cp.s/en ((us/Ma/en led/Mv.<pf----/en) strikes/Cc.p/en)),Syria condemns US-led strikes
3593,(condemns/Pd.so.|f--3s-/en syria/Cp.s/en (+/B.am/. ((reckless/Ma/en and/Mj/en) irresponsible/Ca/en) (+/B.am/. (+/B.am/. us/Cp.s/en missile/Cc.s/en) strike/Cc.s/en))),Syria condemns 'reckless and irresponsible' US missile strike
3594,(condemns/Pd.so.|f--3s-/en syria/Cp.s/en (against/Br.ma/en (+/B.am/. u%2es%2e/Cp.s/en conspiracies/Cc.p/en) (+/B.mm/. venezuela/Cp.s/en ((especially/M/en latest/Ms/en) (+/B.am/. coup/Cc.s/en plot/Cc.s/en))))),"Syria condemns U.S. conspiracies against Venezuela, especially latest coup plot"
3595,(condemns/Pd.so.|f--3s-/en syria/Cp.s/en (against/Br.ma/en (and/J/en (’s/Bp.am/en turkey/Cp.s/en (repeated/Mv.<pf----/en crimes/Cc.p/en)) attacks/Cc.p/en) (and/J/en (syrian/Ma/en people/Cc.p/en) (of/Br.ma/en violations/Cc.p/en (’s/Bp.am/en syria/Cp.s/en (territorial/Ma/en integrity/Cc.s/en)))))),Syria condemns Turkey’s repeated crimes and attacks against Syrian people and violations of Syria ’s territorial integrity
3596,(condemns/Pd.so.|f--3s-/en syria/Cp.s/en (any/Md/en (+/B.am/. (+/B.aa/. uk/Cp.s/en military/Cm/en) interference/Cc.s/en))),Syria Condemns Any UK Military 'Interference
3597,(condemns/Pd.so.|f--3s-/en syria/Cp.s/en (u%2es%2e-led/Ma/en strikes/Cc.p/en)),Syria condemns U.S.-led strikes
3598,(condemns/Pd.so.|f--3s-/en tajikistan/Cp.s/en (of/Br.ma/en ('s/Bp.am/en iran/Cp.s/en invitation/Cc.s/en) (of/Br.ma/en leader/Cp.s/en (banned/Mv.<pf----/en (+/B.am/. islamic/Cp.s/en party/Cp.s/en))))),Tajikistan Condemns Iran's Invitation Of Leader Banned Islamic Party
3599,(condemns/Pd.so.|f--3s-/en taliban/Cp.s/en (on/Br.ma/en (+/B.am/. isis/Cp.s/en (+/B.am/. terrorist/Cp.s/en attack/Cp.s/en)) kabul/Cp.s/en)),Taliban Condemns ISIS Terrorist Attack on Kabul
3600,(condemns/Pd.so.|f--3s-/en trudeau/Cp.s/en (at/Br.ma/en (+/B.am/. (+/B.am/. pepper/Cp.s/en spray/Cc.s/en) attack/Cc.s/en) (for/Br.ma/en (+/B.am/. vancouver/Cp.s/en event/Cc.s/en) (syrian/Ma/en refugees/Cc.p/en)))),Trudeau condemns pepper spray attack at Vancouver event for Syrian refugees
3601,(condemns/Pd.so.|f--3s-/en trudeau/Cp.s/en (in/Br.ma/en (of/Br.ma/en killing/Cc.s/en (+/B.am/. 14/C#/en (+/B.am/. (+/B.am/. canadian/Cp.s/en embassy/Cp.s/en) (+/B.am/. security/Cc.s/en guards/Cc.p/en)))) kabul/Cp.s/en)),Trudeau condemns killing of 14 Canadian Embassy security guards in Kabul
3602,(condemns/Pd.so.|f--3s-/en trump/Cp.s/en (+/B.am/. (+/B.am/. manchester/Cp.s/en investigation/Cc.s/en) leaks/Cc.p/en)),Trump condemns Manchester investigation leaks
3603,(condemns/Pd.so.|f--3s-/en trump/Cp.s/en (+/B.am/. syria/Cp.s/en (+/B.am/. chemical/Cc.s/en attack/Cc.s/en))),Trump condemns Syria chemical attack
3604,(condemns/Pd.so.|f--3s-/en trump/Cp.s/en (in/Br.ma/en (russian/Ma/en (military/Ma/en campaign/Cc.s/en)) syria/Cp.s/en)),Trump condemns Russian military campaign in Syria
3605,(condemns/Pd.so.|f--3s-/en trump/Cp.s/en (in/Br.ma/en explosions/Cc.p/en (on/Br.ma/en (two/M#/en (egyptian/Ma/en (coptic/Ma/en churches/Cc.p/en))) palm/Cp.s/en))),Trump condemns explosions in two Egyptian Coptic churches on Palm
3606,(condemns/Pd.so.|f--3s-/en turkey/Cp.s/en (in/Br.ma/en (+/B.am/. (armenian/Ma/en genocide/Cm/en) resolution/Cc.s/en) (+/B.am/. u%2es%2e/Cp.s/en senate/Cp.s/en))),Turkey condemns “Armenian genocide” resolution in U.S. Senate
3607,(condemns/Pd.so.|f--3s-/en turkey/Cp.s/en (in/Br.ma/en (armenian/Ma/en (+/B.am/. genocide/Cc.s/en resolution/Cc.s/en)) (+/B.am/. us/Cp.s/en senate/Cp.s/en))),Turkey condemns Armenian genocide resolution in US Senate
3608,(condemns/Pd.so.|f--3s-/en tutu/Cp.s/en (+/B.am/. us/Cp.s/en efforts/Cc.p/en)),Tutu condemns US efforts
3609,(condemns/Pd.so.|f--3s-/en u%2en%2e/Cp.s/en (by/Br.ma/en (+/B.am/. sex/Cc.s/en abuse/Cc.s/en) (in/Br.ma/en peacekeepers/Cc.p/en africa/Cp.s/en))),U.N. condemns sex abuse by peacekeepers in Africa
3610,(condemns/Pd.so.|f--3s-/en u%2en%2e/Cp.s/en (in/Br.ma/en (ethnic/Ma/en killings/Cc.p/en) (+/B.am/. (+/B.am/. south/Cp.s/en sudan/Cp.s/en) (+/B.am/. oil/Cc.s/en town/Cc.s/en)))),U.N. condemns ethnic killings in South Sudan oil town
3611,(condemns/Pd.so.|f--3s-/en u%2es%2e/Cp.s/en (from/Br.ma/en (to/Br.ma/en (+/B.mm/. move/Cc.s/en (+/B.mm/. (of/Br.ma/en (+/B.am/. venezuela/Cp.s/en ex/Cc.s/en) -/Cc.s/en) mayor/Cc.s/en)) prison/Cc.s/en) (+/B.am/. house/Cc.s/en arrest/Cc.s/en))),U.S. condemns move of Venezuela ex-mayor to prison from house arrest
3612,(condemns/Pd.so.|f--3s-/en u%2es%2e/Cp.s/en (of/Br.ma/en ('s/Bp.am/en iran/Cp.s/en hanging/Cc.s/en) (alleged/Ma/en (+/B.am/. rape/Cc.s/en victim/Cc.s/en)))),U.S. condemns Iran's hanging of alleged rape victim
3613,(condemns/Pd.so.|f--3s-/en u%2es%2e/Cp.s/en (of/Br.ma/en arrest/Cc.s/en (+/B.am/. (russian/Ma/en (+/B.am/. opposition/Cp.s/en leader/Cc.s/en)) (+/B.am/. alexei/Cp.s/en navalny/Cp.s/en)))),U.S. Condemns Arrest of Russian Opposition Leader Alexei Navalny
3614,(condemns/Pd.so.|f--3s-/en uae/Cp.s/en (+/B.am/. stockholm/Cp.s/en attack/Cc.s/en)),UAE condemns Stockholm attack
3615,(condemns/Pd.so.|f--3s-/en uae/Cp.s/en (in/Br.ma/en (new/Ma/en (+/B.am/. iran/Cp.s/en provocation/Cc.s/en)) (occupied/Mv.<pf----/en islands/Cp.p/en))),UAE condemns new Iran provocation in occupied Islands
3616,(condemns/Pd.so.|f--3s-/en un/Cp.s/en ('s/Bp.am/en hungary/Cp.s/en (new/Ma/en law/Cc.s/en))),UN condemns Hungary's new law
3617,(condemns/Pd.so.|f--3s-/en un/Cp.s/en ('s/Bp.am/en israel/Cp.s/en (+/B.am/. (+/B.am/. (+/B.am/. west/Cp.s/en bank/Cp.s/en) settlement/Cc.s/en) plans/Cc.p/en))),UN condemns Israel's West Bank settlement plans
3618,(condemns/Pd.so.|f--3s-/en un/Cp.s/en ((north/Ma/en korean/Ma/en) (+/B.am/. missile/Cc.s/en test/Cc.s/en))),UN condemns North Korean missile test
3619,(condemns/Pd.so.|f--3s-/en un/Cp.s/en (+/B.am/. (+/B.aa/. n/Cp.s/en korea/Cm/en) (unacceptable/Ma/en (+/B.am/. missile/Cc.s/en launches/Cc.p/en)))),UN condemns N Korea 'unacceptable' missile launches
3620,(condemns/Pd.so.|f--3s-/en un/Cp.s/en (+/B.am/. (+/B.am/. (+/B.am/. n/Cp.s/en korea/Cp.s/en) missile/Cc.s/en) launches/C/en)),UN condemns N Korea missile launches
3621,(condemns/Pd.so.|f--3s-/en un/Cp.s/en (+/B.am/. (+/B.am/. north/Cp.s/en korea/Cp.s/en) (+/B.am/. rocket/Cp.s/en launch/Cp.s/en))),UN Condemns North Korea Rocket Launch
3622,(condemns/Pd.so.|f--3s-/en un/Cp.s/en (by/Br.ma/en (against/Br.ma/en (devastating/Ma/en abuse/Cc.s/en) rohingya/Cp.s/en) (+/B.am/. myanmar/Cp.s/en forces/Cc.p/en))),UN condemns 'devastating' abuse against Rohingya by Myanmar forces
3623,(condemns/Pd.so.|f--3s-/en un/Cp.s/en (by/Br.ma/en (of/Br.ma/en (+/B.am/. (+/B.am/. christmas/Cp.s/en eve/Cp.s/en) demolitions/Cc.p/en) (palestinian/Ma/en homes/Cc.p/en)) israel/Cp.s/en)),UN condemns Christmas Eve demolitions of Palestinian homes by Israel
3624,(condemns/Pd.so.|f--3s-/en un/Cp.s/en (illegal/Ma/en settlements/Cc.p/en)),UN condemns illegal settlements
3625,(condemns/Pd.so.|f--3s-/en un/Cp.s/en (in/Br.ma/en (barbaric/Ma/en (+/B.am/. (+/B.am/. boko/Cp.s/en haram/Cp.s/en) violence/Cc.s/en)) nigeria/Cp.s/en)),UN condemns 'barbaric' Boko Haram violence in Nigeria
3626,(condemns/Pd.so.|f--3s-/en un/Cp.s/en (in/Br.ma/en (devastating/Ma/en (+/B.am/. rohingya/Cp.s/en abuse/Cc.s/en)) myanmar/Cp.s/en)),UN condemns 'devastating' Rohingya abuse in Myanmar
